provider_id,npi,first_name,last_name,full_name,specialty,phone,email,address,city,state,zip_code,license_number,license_state,license_expiry,board_certified,accepting_new_patients,years_in_practice,medical_school,graduation_year,hospital_affiliations,languages,data_quality_issue,last_updated,record_status,has_pdf_documents
77,8366666780,Sean,Baker,Dr. Sean Baker,Oncology,543.249.0211x586,sean.baker@cardenas-barnes.net,374 Ralph Walk Apt. 898,North Stacy,CA,59357,GA902010,OH,2026-09-24,True,True,39,Rush and Sons Medical School,2015,"Stokes and Sons Hospital, Henderson Ltd Hospital, Harris-Carson Hospital",Hindi,Specialty verification needed,2025-01-19,active,True
78,6480567787,Dylan,Larson,Dr. Dylan Larson,Psychiatry,811-368-6854x87099,old_xmccall@example.org,91485 Baker Shoal,Armstrongfort,OH,05411,NC256132,OH,2028-08-30,True,True,23,Hill and Sons Medical School,2016,"Franklin, Steele and Williams Hospital, Vaughn-Williams Hospital","French, English",Email may be inactive,2023-10-27,active,False
79,9537301897,Matthew,Leon,Dr. Matthew Leon,Obstetrics & Gynecology,547-913-2475x4691,matthew.leon@mcintyre.info,82148 Taylor Vista Apt. 233,East Antonioton,CA,47736,GA196355,IL,2027-03-07,False,True,20,"Gonzalez, Richardson and Marshall Medical School",2013,"Reid-Martinez Hospital, Allen Group Hospital","Arabic, Chinese",,2024-08-11,active,True
80,4152876394,Brooke,Thompson,Dr. Brooke Thompson,Rheumatology,598.555.2414x0602,brooke.thompson@perez.net,072 Carolyn Branch,West Charlene,FL,40538,MI992462,MI,2027-09-06,True,True,8,"Rasmussen, Day and Coleman Medical School",2011,"York-Stevens Hospital, Owens Ltd Hospital, Holloway, Sanders and Garcia Hospital",English,,2024-11-17,active,False
81,6856408467,William,Bates,Dr. William Bates,Emergency Medicine,(689)694-4171x545,william.bates@dawson.com,96520 Bright Green,Sullivanton,FL,76919,MI424785,NY,2026-11-17,True,False,25,"Cooley, Cabrera and Cooper Medical School",1985,"Walker, Nichols and Glover Hospital, Howard, Evans and Jackson Hospital, Walter, White and Davis Hospital",Hindi,,2024-08-03,active,False
82,3368469290,David,Green,Dr. David Green,Psychiatry,+1-725-713-5346,david.green@richards-ford.com,99917 Vincent Ways Suite 846,Port Melissaberg,PA,26754,CA252679,FL,2025-11-18,False,False,25,Ortiz-Hudson Medical School,1982,"Thomas-Huffman Hospital, Maxwell Group Hospital",Chinese,,2024-10-13,active,True
83,5466017144,Marvin,Hatfield,Dr. Marvin Hatfield,Family Medicine,800-874-3292x71296,marvin.hatfield@sanford-reyes.com,505 Andrew Avenue,East Heather,OH,45635,CA664174,CA,2027-10-28,True,True,22,Anderson-Reyes Medical School,2013,"Torres, Brown and Williams Hospital","French, Chinese",,2023-10-26,active,True
84,7314272584,Stacy,Bryant,Dr. Stacy Bryant,Oncology,598.456.2575x32603,stacy.bryant@gross.net,50648 Brittney Causeway,Lake Maryton,NC,90907,NC823507,PA,2028-01-16,True,False,20,Butler Group Medical School,1982,"Kelley Group Hospital, Hernandez, Neal and Mccoy Hospital",Arabic,,2024-06-22,active,True
85,7649595963,Kevin,Stanley,Dr. Kevin Stanley,Orthopedic Surgery,+1-984-599-2618x91411,kevin.stanley@gonzalez.com,642 Amy Fords Suite 530,Lake Christopherville,OH,75756,GA576269,TX,2026-02-20,False,False,18,"Snyder, Herring and Chan Medical School",2000,"Cummings Inc Hospital, Newman-Bryant Hospital",Hindi,,2024-03-30,active,True
86,2673690922,Tiffany,Baker,Dr. Tiffany Baker,Anesthesiology,3122045561,tiffany.baker@christian.com,7941 Briggs Falls Apt. 667,Maryfort,IL,55779,FL771684,MI,2026-09-03,True,False,19,"Mercado, Jackson and Anderson Medical School",1982,"Brown, Dunlap and Moore Hospital","Spanish, French",,2024-07-09,active,False
87,5266335657,Robert,Garza,Dr. Robert Garza,Radiology,001-972-996-5902,robert.garza@clay.com,5089 Tiffany Skyway,Aprilville,MI,57235,MI825934,NY,2027-07-16,True,True,30,"Barber, Olson and Alvarado Medical School",2009,"Cruz, Combs and Grant Hospital, Brown, Schneider and Moore Hospital, Christian-Booth Hospital","English, French, Hindi",,2025-10-09,active,True
88,5385016644,Charles,Vasquez,Dr. Charles Vasquez,Dermatology,554.308.3866,charles.vasquez@wallace-berry.com,5170 Richard Camp Apt. 199,Pamelaside,NC,27613,MI714041,FL,2028-07-16,False,True,11,"Powers, Clements and Cox Medical School",1980,"Velasquez Group Hospital, Castro-Harvey Hospital, Moran-Cox Hospital",English,,2025-09-06,active,False
89,4734075948,Shaun,Davis,Dr. Shaun Davis,Oncology,+1-830-355-4885x10272,shaun.davis@carr-lopez.biz,3516 Sara Villages,Port Patriciamouth,OH,86806,MI846787,PA,2027-06-07,True,False,19,"Blanchard, Taylor and Porter Medical School",2018,"Fitzgerald, Tran and Reynolds Hospital",Spanish,,2024-03-24,active,True
90,4031416168,Brenda,Glass,Dr. Brenda Glass,Gastroenterology,001-529-622-1699x58669,brenda.glass@stuart-waller.info,69848 Joseph Plaza,East Jason,PA,94136,TX819387,CA,2027-04-01,False,False,38,Parks-Morse Medical School,2007,Zavala Ltd Hospital,"Arabic, Spanish",Specialty verification needed,2024-04-18,active,False
91,9516671125,Theresa,Thompson,Dr. Theresa Thompson,Pediatrics,+1-651-858-7996,old_yyoung@example.net,03424 Thomas Circle,Jamesside,GA,04735,FL497638,TX,2028-03-30,True,False,15,Cervantes-Garcia Medical School,2016,"Stevenson, Hancock and Newton Hospital","English, French",Email may be inactive,2025-01-18,active,True
92,5901029472,Keith,Beck,Dr. Keith Beck,Orthopedic Surgery,(566)558-0043x9735,keith.beck@cole-lucero.com,81606 Hawkins Curve,New Meghan,IL,01240,OH851183,NY,2027-04-29,True,True,18,Owens-Pineda Medical School,2008,Hernandez LLC Hospital,"Hindi, Chinese, Arabic",Provider may have relocated,2023-12-03,active,True
93,1665951208,Candice,Ayala,Dr. Candice Ayala,Dermatology,+1-394-479-8515x8328,candice.ayala@daniels-powell.com,55543 Barajas View,North Elizabethmouth,PA,32003,FL127154,CA,2028-08-23,True,False,11,"Austin, Oliver and Haley Medical School",1993,"Blackwell, James and Hogan Hospital","Hindi, Spanish, English",Specialty verification needed,2024-06-30,active,False
94,9048175862,Daniel,Scott,Dr. Daniel Scott,Obstetrics & Gynecology,001-340-385-8877x0435,daniel.scott@bonilla.net,133 Houston Ford,Lucasland,MI,98397,IL431815,OH,2028-05-13,False,False,30,"Hernandez, Stevens and Rivera Medical School",1991,"Jones and Sons Hospital, Grant-Andrews Hospital, Bartlett Group Hospital","Spanish, French",Provider may have relocated,2025-05-27,active,True
95,4090043875,Paul,Mccoy,Dr. Paul Mccoy,Anesthesiology,(350)661-8091x90158,old_jason53@example.com,0728 Derek Lock Suite 245,New Nancyberg,CA,16653,OH102535,NY,2028-09-06,False,True,23,Smith PLC Medical School,1984,Medina-Arroyo Hospital,French,Email may be inactive,2024-02-28,active,False
96,7604396837,Rebecca,York,Dr. Rebecca York,Pulmonology,(222)939-4312,rebecca.york@dunn.com,975 Anderson Shoal,North Justin,IL,09650,NC102416,FL,2026-04-29,True,True,30,Stewart Group Medical School,2008,Jensen-Torres Hospital,"English, Spanish",Provider may have relocated,2024-12-04,active,False
97,1976412076,Breanna,Cunningham,Dr. Breanna Cunningham,Internal Medicine,(756)920-5336x452,breanna.cunningham@griffin-hampton.info,91428 Jose Road,Lake Charlestown,NY,66977,OH759989,OH,2026-02-21,True,True,3,"Johnson, Perkins and Sullivan Medical School",1990,"Lewis, Johnson and Green Hospital, Kennedy, Rowe and Diaz Hospital","Spanish, English, Arabic",,2024-11-25,active,True
98,9300194972,Jeffrey,Barton,Dr. Jeffrey Barton,Pulmonology,001-442-478-8165x8039,jeffrey.barton@moore-knight.org,750 Kathleen Fort,West Miketon,PA,88133,NY200736,OH,2027-08-28,False,True,33,Holmes LLC Medical School,2020,"Harrison-Gibson Hospital, Williams Ltd Hospital, Garcia-Schmitt Hospital","Arabic, Chinese",Provider may have relocated,2024-09-09,active,False
99,6889432981,Cynthia,Hill,Dr. Cynthia Hill,Dermatology,001-849-589-2665x9184,cynthia.hill@sullivan.info,272 Chris Row,Jasonburgh,TX,21126,OH746601,NC,2027-11-12,False,True,8,Guzman-Montoya Medical School,2011,"Hall, Shepherd and Cortez Hospital",Chinese,,2023-10-31,active,True
100,5278406823,Timothy,Mendoza,Dr. Timothy Mendoza,Cardiology,492.460.3029,timothy.mendoza@hunt.com,03886 Catherine Fall,Valenzuelaton,TX,79254,MI165095,CA,2028-01-11,False,False,30,Norton and Sons Medical School,2018,"Keller, Baker and Ramsey Hospital, Nielsen-Carlson Hospital, Hall Group Hospital",Hindi,Address verification needed,2025-02-19,active,False
101,9620329054,Natalie,Schmidt,Dr. Natalie Schmidt,Pathology,001-811-572-9806x86508,natalie.schmidt@clarke-james.org,2473 Justin Wells,Scotttown,FL,93450,TX716013,FL,2027-09-19,False,False,31,"Clarke, Lane and Wilson Medical School",1985,Brooks and Sons Hospital,"Arabic, Chinese, French",,2024-03-21,active,False
102,7524393845,Gwendolyn,Stewart,Dr. Gwendolyn Stewart,Radiology,(612)869-4486x959,gwendolyn.stewart@gutierrez.info,8874 Lane Trail,Fitzgeraldville,GA,98518,NY287696,IL,2025-01-04,True,True,22,Griffin Ltd Medical School,2018,Garcia PLC Hospital,"Hindi, English, Chinese",License may be expired,2024-02-03,active,False
103,8040333485,Richard,Morgan,Dr. Richard Morgan,Gastroenterology,+1-890-326-0127,richard.morgan@baker.com,669 Dawson Ranch,Port Lorifort,NY,58037,OH185315,NC,2027-12-13,False,True,35,Harris Ltd Medical School,2012,"Mitchell, Johnson and Greene Hospital, Hale, Gilbert and Craig Hospital",Chinese,,2023-12-14,active,False
104,6856006857,Michael,Pena,Dr. Michael Pena,Obstetrics & Gynecology,(214)365-6693,michael.pena@dunn.net,4393 Spears Ports Apt. 426,New Charlesport,TX,45061,CA410482,NC,2026-08-19,False,False,35,Pratt LLC Medical School,2006,"Li, Andrews and Benson Hospital, Hart-Carrillo Hospital, Ali-Ellis Hospital","Hindi, French, Chinese",,2025-07-31,active,True
105,9765474018,Steven,Matthews,Dr. Steven Matthews,Dermatology,8717416335,steven.matthews@nichols.com,5182 Edwards Forge,Ianborough,PA,65905,OH643996,TX,2026-03-11,True,True,35,"Gonzalez, Moss and Salas Medical School",1982,"Perez and Sons Hospital, Kelly, Maxwell and Wilson Hospital",Spanish,,2023-11-01,active,False
106,5529591386,Christian,Sosa,Dr. Christian Sosa,Oncology,490.680.7595x7947,christian.sosa@walker-ray.com,8085 Dalton Trail Apt. 718,Stewarttown,CA,02050,IL285189,NY,2026-05-11,False,False,21,"Clark, Carpenter and Nguyen Medical School",2011,"Hensley, Lopez and Baker Hospital, Ruiz-Austin Hospital, White-Coleman Hospital",French,,2025-06-05,active,True
107,7505643688,Robert,Goodwin,Dr. Robert Goodwin,Obstetrics & Gynecology,(864)872-9293x143,robert.goodwin@thomas.com,26728 Floyd Hills Suite 890,Garciaburgh,FL,08370,TX658682,OH,2028-08-29,True,True,2,Cervantes Group Medical School,2012,"Davis, Garner and Green Hospital","Spanish, Arabic",,2024-11-22,active,False
108,6327819225,Michael,Grant,Dr. Michael Grant,Pulmonology,650-761-5939x982,michael.grant@nunez-freeman.info,9472 Danielle Junction,Welchshire,TX,53555,FL318270,FL,2026-11-18,True,True,34,Miller LLC Medical School,1994,"Edwards Ltd Hospital, Page-Jacobs Hospital","French, English, Arabic",,2024-12-06,active,True
109,2813539066,Randall,Barron,Dr. Randall Barron,Pathology,001-459-887-6220x23413,randall.barron@davis.net,68114 Christopher Loaf,Jeromeport,PA,58586,CA470632,TX,2026-03-06,False,False,6,"Martinez, Rose and Jackson Medical School",2013,"Alvarado LLC Hospital, Mcdonald-Pitts Hospital","English, Arabic, Chinese",,2024-07-31,active,True
110,3705717748,Sarah,Dunn,Dr. Sarah Dunn,Dermatology,(682)799-7968,sarah.dunn@fernandez-ballard.info,6424 Aaron Via Apt. 547,Lake Sandrafort,FL,39771,NY668879,TX,2028-02-13,False,False,27,Cannon LLC Medical School,1989,"Hall, Smith and Brooks Hospital, Khan-Kim Hospital","Chinese, English",,2025-09-16,active,True
111,2902757760,John,Espinoza,Dr. John Espinoza,Dermatology,+1-666-834-1638x9448,john.espinoza@castaneda.com,79749 Lopez Brook Apt. 080,North Julian,PA,16890,TX278734,CA,2027-02-28,True,False,12,"Gonzales, Smith and Davis Medical School",1993,"Snyder LLC Hospital, Collins-Lloyd Hospital","French, Chinese, Arabic",,2025-03-18,active,False
112,7096300636,Whitney,Ford,Dr. Whitney Ford,Cardiology,9514204618,old_james03@example.org,36730 Steven Trail,New Elizabethborough,TX,62475,GA485457,NC,2028-01-18,False,False,32,Maldonado-Collins Medical School,1983,"Moore-Chandler Hospital, Pineda, Meyer and King Hospital","Chinese, Arabic, Spanish",Email may be inactive,2023-12-20,active,True
113,3090731414,Joel,Hamilton,Dr. Joel Hamilton,Oncology,9244916300,old_washingtonsamuel@example.com,950 Michael Drives,East Tonymouth,NC,73685,OH795967,PA,2026-01-09,True,False,32,"Sherman, Trujillo and Gonzales Medical School",1985,"Smith Group Hospital, Ramsey-King Hospital","Hindi, Arabic, Chinese",Email may be inactive,2023-10-22,active,False
114,7521179903,Amy,Henry,Dr. Amy Henry,Emergency Medicine,001-428-355-7498,amy.henry@moore.com,86209 Parsons Garden Suite 186,New Felicia,CA,72782,PA914726,GA,2028-06-09,False,False,20,Austin LLC Medical School,2010,Davidson-Rodriguez Hospital,"French, Chinese",,2024-03-13,active,False
115,2478682106,Alexandra,Jones,Dr. Alexandra Jones,Ophthalmology,(820)931-7310,alexandra.jones@hanson.com,37170 Grant Mall,Lauraton,GA,81363,OH223195,NC,2026-03-11,False,False,22,Rice-Navarro Medical School,2002,"Miller-Lewis Hospital, Davis, Hardy and Schmidt Hospital, Lee Ltd Hospital",Spanish,Provider may have relocated,2025-03-20,active,True
116,2079984924,John,Garrett,Dr. John Garrett,Obstetrics & Gynecology,(388)461-9576,john.garrett@pierce.com,975 Pierce Islands,Robertchester,NY,95641,OH707126,OH,2026-01-05,False,True,32,Franklin-Hart Medical School,2009,Brooks PLC Hospital,Arabic,,2023-11-19,active,True
117,7476423833,Sara,King,Dr. Sara King,Family Medicine,676.500.4908x240,sara.king@foley.com,07522 Richardson Prairie,East Jonathan,NC,39862,GA522852,NC,2028-06-30,False,True,5,Duncan PLC Medical School,1991,Navarro Ltd Hospital,English,,2023-11-09,active,True
118,3961264413,Mark,Olson,Dr. Mark Olson,Gastroenterology,891.394.0961x0556,mark.olson@adkins.com,227 Tony Run Apt. 898,East Charles,GA,66656,NC758511,NC,2027-08-23,True,True,5,Walker LLC Medical School,2005,"Hernandez-Rogers Hospital, Duncan-Williams Hospital, Baker-Ross Hospital","Chinese, Arabic, Spanish",Address verification needed,2025-03-02,active,False
119,1236929635,Kimberly,Morris,Dr. Kimberly Morris,Internal Medicine,001-711-266-5535,kimberly.morris@jackson-bailey.info,0335 Katherine Walk,North Jodibury,MI,81897,TX918889,IL,2028-06-18,False,False,23,Melton LLC Medical School,2015,"Cooper Inc Hospital, Cole-Johnson Hospital","Hindi, Spanish",,2024-04-28,active,True
120,4009863593,Jason,Medina,Dr. Jason Medina,Gastroenterology,888.248.7920,jason.medina@jackson-campbell.org,70164 Lin Brook Suite 636,West Toddside,TX,12038,GA641573,MI,2026-09-24,True,True,39,Gonzalez Group Medical School,2006,"House, Smith and Wright Hospital, Torres, Burns and Garner Hospital, Reed LLC Hospital","Hindi, French",,2025-08-19,active,False
121,9585326577,Michael,Turner,Dr. Michael Turner,Dermatology,840.546.0843x25621,michael.turner@allen-hernandez.com,8232 Michelle Inlet Apt. 629,West Carlos,GA,70357,NC511635,TX,2028-07-04,True,True,25,"Wilson, Stewart and Hobbs Medical School",1983,"Johnson, Flores and Dudley Hospital, Turner-Reese Hospital, Mahoney, Hill and Maxwell Hospital",Spanish,,2025-09-23,active,True
122,2983356695,Daniel,Lopez,Dr. Daniel Lopez,Rheumatology,001-999-449-9939x33051,daniel.lopez@mathis.com,7223 Antonio Track Apt. 463,Port James,NY,23710,PA927257,FL,2026-06-29,False,False,4,Camacho-Burns Medical School,1981,Delacruz-Clay Hospital,"French, Spanish, English",,2025-01-11,active,True
123,7447565531,Ronald,Parsons,Dr. Ronald Parsons,Dermatology,+1-965-969-9988x081,ronald.parsons@rich.net,9371 Nguyen Run,Lake Jessica,OH,07650,TX126107,NC,2027-05-28,False,False,25,"Black, Thomas and Gallegos Medical School",2008,"Davis-Mason Hospital, Osborne Ltd Hospital, Taylor, Gutierrez and Hayes Hospital","Hindi, Chinese",Address verification needed,2025-02-14,active,True
124,5476522518,Christopher,Mccarthy,Dr. Christopher Mccarthy,Pediatrics,+1-751-486-8926x8602,christopher.mccarthy@melton.com,4742 Rachel Flats Apt. 940,Jimenezfort,OH,71738,FL581196,TX,2028-01-02,False,True,19,Franklin Group Medical School,1989,"Robinson Ltd Hospital, Chavez-Ramos Hospital, Greene, Sanchez and Kelley Hospital",Chinese,,2024-05-16,active,True
125,8805315494,Christine,Grant,Dr. Christine Grant,Anesthesiology,602.720.5020,christine.grant@williams.com,499 Tammy Summit,Sarahland,IL,39730,MI656297,TX,2027-08-31,True,True,20,Richardson-Gray Medical School,2000,Chang PLC Hospital,"Hindi, English",Specialty verification needed,2024-05-24,active,False
126,5160528465,Calvin,Ruiz,Dr. Calvin Ruiz,Cardiology,245-386-8339,calvin.ruiz@blair.info,9548 Ho Ridges Suite 877,New Jesse,NC,38575,CA103941,GA,2027-02-15,True,False,28,Smith Inc Medical School,1980,"Garrett-Wilson Hospital, Marsh Group Hospital","Spanish, Chinese, French",,2023-12-29,active,False
127,2413475632,Robert,Cook,Dr. Robert Cook,Obstetrics & Gynecology,+1-730-234-4144,robert.cook@jennings.biz,40568 Ashley Loaf,New Darryl,TX,70882,CA531092,PA,2026-04-22,True,True,29,Ford-Olsen Medical School,1983,"Brown, Meyer and Cunningham Hospital, Stewart, Herrera and Clark Hospital, Rivera, Hendricks and Flynn Hospital",French,Address verification needed,2024-05-30,active,False
128,4487034767,Kimberly,Parker,Dr. Kimberly Parker,Anesthesiology,304-761-7357x43842,kimberly.parker@strickland.info,8235 Oconnor Pine,Kimberlyberg,CA,13379,FL191420,CA,2027-09-24,True,False,8,"Rhodes, Anderson and Hardy Medical School",2009,"Hughes-Hancock Hospital, Smith Inc Hospital","Hindi, English, Spanish",,2024-10-04,active,False
129,2993575438,Gloria,Wheeler,Dr. Gloria Wheeler,Obstetrics & Gynecology,657-501-8409,gloria.wheeler@gonzalez-mitchell.net,1422 Wilson Road Apt. 385,Josephport,GA,75747,TX966909,CA,2028-07-25,True,False,28,Jackson LLC Medical School,1995,"Mcclain, Fernandez and Williams Hospital, Ruiz Ltd Hospital, Rodriguez Inc Hospital",Hindi,,2023-11-29,active,True
130,9558567934,Christopher,Myers,Dr. Christopher Myers,Emergency Medicine,001-499-379-5453x817,christopher.myers@mcdonald.info,32945 White Shores Suite 577,North Thomasstad,MI,63238,TX587260,PA,2026-08-22,True,True,36,Singleton-Campbell Medical School,2020,Munoz-Anderson Hospital,Hindi,,2025-02-07,active,False
131,5901540380,Dakota,Roth,Dr. Dakota Roth,Orthopedic Surgery,858-514-8769,dakota.roth@sanchez.com,96695 Gilbert Skyway Apt. 971,Nguyenville,FL,58856,TX395453,TX,2027-08-19,False,False,21,Parker Group Medical School,1985,"George Ltd Hospital, Wise, Gray and Snyder Hospital","Arabic, Spanish, French",,2024-06-18,active,False
132,4883059239,Donna,Davis,Dr. Donna Davis,Internal Medicine,(990)522-7846,donna.davis@maldonado.com,2386 Larsen Drives,Whitneyberg,IL,14879,IL594032,NY,2028-10-17,False,False,34,Glenn-Young Medical School,2018,"Lawrence, Garrett and Joseph Hospital, James-Gardner Hospital",Chinese,Address verification needed,2024-05-02,active,False
133,9349655002,Dennis,Jones,Dr. Dennis Jones,Anesthesiology,8274621267,dennis.jones@hicks-arnold.info,3269 Becky Vista Apt. 846,Arthurton,FL,74969,CA313921,NY,2026-04-09,True,True,7,Bush-Wilson Medical School,2014,"Nixon-Miller Hospital, Simon, Terrell and Terrell Hospital","Chinese, French, Arabic",Specialty verification needed,2025-01-02,active,False
134,2567168088,Kimberly,Marshall,Dr. Kimberly Marshall,Pulmonology,689-213-7189,kimberly.marshall@nichols-smith.info,565 Roberts Camp Suite 940,Laneshire,IL,07266,PA566846,TX,2027-08-19,True,False,21,"Mooney, Lamb and Weber Medical School",1996,"Washington-Martinez Hospital, York LLC Hospital, Anderson-Campbell Hospital",Spanish,,2025-01-07,active,True
135,1741810052,Michaela,Smith,Dr. Michaela Smith,Pulmonology,592-992-7524,old_vturner@example.net,92766 Donna Stream,East Becky,TX,45730,PA934979,CA,2028-01-02,False,False,36,May Inc Medical School,2001,Jackson Group Hospital,Arabic,Email may be inactive,2025-06-08,active,False
136,5612919835,Jesus,Vega,Dr. Jesus Vega,Emergency Medicine,(374)728-6047x6580,jesus.vega@bishop-pearson.com,3443 Andrew Course Apt. 939,Lake Susanland,TX,41561,CA537174,TX,2027-07-07,False,True,10,"Smith, Smith and Jones Medical School",2010,Davis-Garcia Hospital,"Chinese, Hindi",Address verification needed,2024-05-30,active,False
137,2913070625,Melissa,Anderson,Dr. Melissa Anderson,Family Medicine,+1-492-312-4471x74654,old_jonesjessica@example.com,4271 Krause Flats,Whitefort,NC,14713,PA435850,TX,2026-01-07,True,True,11,Fernandez Group Medical School,1987,"Mendez Inc Hospital, Baldwin-Garcia Hospital","English, Spanish, Arabic",Email may be inactive,2025-07-16,active,True
138,7024723440,Andrew,Jimenez,Dr. Andrew Jimenez,Internal Medicine,+1-800-864-2569x0877,andrew.jimenez@norman.com,719 Cook Hollow Suite 015,Christophermouth,MI,38506,OH211912,NC,2027-05-22,False,True,25,"Harris, Spencer and Ponce Medical School",2019,"Lee, Dominguez and Mosley Hospital, Barker, Tucker and Mcclure Hospital, Moss-Taylor Hospital","English, Chinese, Arabic",,2025-07-04,active,True
139,8114385171,James,Cortez,Dr. James Cortez,Ophthalmology,001-937-261-8478,james.cortez@morgan.com,38782 Sandy Camp Apt. 707,East Jacquelineberg,NC,02383,IL578055,NY,2027-03-15,False,False,33,Chen LLC Medical School,2001,Bryant and Sons Hospital,"Spanish, English, Chinese",,2025-02-18,active,False
140,3010764021,Mary,Brown,Dr. Mary Brown,Dermatology,717-899-3136,mary.brown@martinez-sutton.net,3092 Brown Harbor,Port Robert,OH,91765,PA917423,FL,2027-08-02,True,True,16,Tran-Gonzales Medical School,1985,"Williams, Garcia and Boone Hospital","Spanish, Arabic, Hindi",,2023-10-28,active,False
141,3143140183,Cheyenne,Strickland,Dr. Cheyenne Strickland,Anesthesiology,8719002194,cheyenne.strickland@martinez.info,29092 Salazar Corners Suite 560,East David,NC,69995,FL249509,CA,2027-12-17,True,True,32,Montgomery PLC Medical School,1994,"Robinson, Townsend and Hopkins Hospital, Brown-Rodriguez Hospital, Jennings Group Hospital","English, Arabic, French",,2025-03-14,active,False
142,5325972904,Tyler,Moore,Dr. Tyler Moore,Oncology,9052436459,tyler.moore@yang.com,78113 Watkins Islands,Gonzalezmouth,FL,30655,IL327065,NY,2028-09-26,False,False,6,Nguyen Inc Medical School,2006,"Rojas and Sons Hospital, Vance-Jones Hospital, Washington, Zamora and Thomas Hospital","French, Spanish",,2025-09-03,active,True
143,1589768891,Sarah,Gibson,Dr. Sarah Gibson,Endocrinology,(652)473-5435x2090,sarah.gibson@york.biz,335 Riley Ramp Apt. 906,North Vickiehaven,GA,68890,OH821071,NY,2027-01-06,True,True,10,Atkins-Robinson Medical School,1980,Hood-Ramirez Hospital,Spanish,Address verification needed,2024-11-06,active,True
144,2363243934,Arthur,Schmidt,Dr. Arthur Schmidt,Anesthesiology,517.373.1806x3254,old_jill08@example.net,907 Ingram Well Suite 257,Port Courtneyfurt,GA,91039,OH369525,NC,2026-07-17,True,False,29,Schmidt-Phillips Medical School,2010,"Wolfe-Salazar Hospital, Norton, French and Miller Hospital","Chinese, English, Spanish",Email may be inactive,2025-09-30,active,True
145,7547648071,Michael,Williams,Dr. Michael Williams,Endocrinology,(757)590-5528x1832,michael.williams@wilson.org,355 Gordon Manors,Brianstad,OH,45750,NY780137,TX,2026-09-12,True,True,20,Tucker-Rose Medical School,2013,"Harrison PLC Hospital, Bryan, Lam and Hayes Hospital","French, Spanish",,2025-04-05,active,True
146,2731178768,Micheal,Nunez,Dr. Micheal Nunez,Pediatrics,001-613-371-1624x112,micheal.nunez@hernandez.com,8275 Wallace Rue Apt. 431,Port Lauriehaven,CA,84999,PA419973,FL,2027-08-03,False,False,24,Jenkins-Cooper Medical School,2009,"Buchanan, Tucker and Wade Hospital","English, French",,2024-08-19,active,False
147,9774615224,Alyssa,Kelley,Dr. Alyssa Kelley,Rheumatology,449.724.2437x540,alyssa.kelley@bryant-jackson.com,22231 Victoria Ports Apt. 745,East Anna,IL,05047,MI947167,TX,2025-08-25,False,True,20,"Stewart, Cooper and Watson Medical School",1994,"Cantrell, Ferguson and Martinez Hospital, Sullivan Group Hospital, Gould LLC Hospital",English,License may be expired,2024-06-08,active,False
148,8733392347,Eric,Cordova,Dr. Eric Cordova,Dermatology,+1-985-747-4929,eric.cordova@rodriguez.net,0693 Howard Islands,New Danielleshire,GA,69501,NC464619,CA,2027-10-11,False,True,31,Harrington LLC Medical School,1996,"Johnson PLC Hospital, Rhodes-Rosario Hospital","Arabic, Spanish",Provider may have relocated,2024-11-21,active,False
149,9546803544,Theresa,Foster,Dr. Theresa Foster,Obstetrics & Gynecology,259.698.0562x6565,theresa.foster@bell-madden.net,76742 Chandler Mall,Port Brenda,NC,11783,IL904377,GA,2025-12-23,True,False,27,Clark Group Medical School,1994,"Hatfield, Jones and Choi Hospital, Davis-Ortiz Hospital, Perry-Peters Hospital","Spanish, Arabic",,2024-10-26,active,False
150,9252154715,Jennifer,Fischer,Dr. Jennifer Fischer,Obstetrics & Gynecology,(632)964-8704,jennifer.fischer@singh.com,7146 Travis Spurs Apt. 014,Gambleland,TX,78998,NY566601,NY,2026-09-17,False,True,14,"Cox, Castillo and Graham Medical School",2019,"Burton-Alvarez Hospital, Cardenas, Brooks and Quinn Hospital",Chinese,,2024-11-23,active,False
151,4784161180,Andres,Green,Dr. Andres Green,Anesthesiology,233.989.8881x67112,andres.green@fields-friedman.com,8183 Kathy Rapid Apt. 855,Josephstad,IL,13062,NY822620,TX,2028-02-10,False,False,12,"Carpenter, Morrow and Smith Medical School",1996,"Campbell, Maxwell and Jenkins Hospital, Garcia and Sons Hospital",Chinese,Phone may be outdated,2025-09-02,active,True
152,7758281778,Michael,Vazquez,Dr. Michael Vazquez,Radiology,(579)485-2401,michael.vazquez@thomas.com,1107 Williams Coves,Port Donnashire,OH,08269,NC982161,OH,2026-10-01,False,True,4,Wilson-King Medical School,2006,"Turner Inc Hospital, Patton PLC Hospital, Matthews and Sons Hospital",Arabic,,2025-05-17,active,False
153,1730816711,Jack,Bell,Dr. Jack Bell,Cardiology,524-395-5289,jack.bell@weiss.net,342 Teresa Courts,New Melissa,MI,62722,OH430020,NY,2026-07-25,False,True,11,Wolfe-Lopez Medical School,1990,"Rosario, White and Kelly Hospital, Coleman-Palmer Hospital, Rodriguez-Rollins Hospital","French, English",,2023-12-12,active,True
154,1459403502,David,Rodriguez,Dr. David Rodriguez,Obstetrics & Gynecology,(375)848-0157,david.rodriguez@bryant-fitzgerald.info,646 Melissa Ville,Crosbystad,NY,24001,MI369033,FL,2026-02-17,True,True,4,Lutz Group Medical School,2002,"Garcia, Kim and Barrett Hospital","Hindi, Chinese",,2025-08-09,active,False
