provider_id,npi,first_name,last_name,full_name,specialty,phone,email,address,city,state,zip_code,license_number,license_state,license_expiry,board_certified,accepting_new_patients,years_in_practice,medical_school,graduation_year,hospital_affiliations,languages,data_quality_issue,last_updated,record_status,has_pdf_documents
79,7357049490,Robert,Brewer,Dr. Robert Brewer,Emergency Medicine,827.298.5524x140,robert.brewer@mckinney-powell.net,33030 Williams Lake,West Micheal,GA,61347,OH540923,NC,2025-11-20,False,False,13,"Sanders, Leblanc and Maldonado Medical School",2002,Watson PLC Hospital,Hindi,Phone may be outdated,2025-01-07,active,True
80,4766542461,Frank,Armstrong,Dr. Frank Armstrong,Internal Medicine,933.434.6800,frank.armstrong@thompson.org,466 Stevens Forge Suite 489,Silvatown,FL,67546,NY400715,NY,2028-05-24,True,False,27,"Levy, Franco and Hoffman Medical School",1997,"Lynch, Evans and Rodriguez Hospital, Rogers LLC Hospital, Nguyen, Hill and Douglas Hospital","Chinese, Spanish, English",,2025-07-28,active,True
81,2261083399,Stephanie,Curtis,Dr. Stephanie Curtis,Anesthesiology,228.930.9652,stephanie.curtis@green-barnes.biz,935 Gina Route,Knoxstad,OH,66995,GA988026,FL,2026-07-21,False,True,13,Bruce-Pittman Medical School,2014,"White, Davis and Anderson Hospital","French, Chinese, English",,2025-03-16,active,True
82,2100091931,Jonathan,Stokes,Dr. Jonathan Stokes,Orthopedic Surgery,001-925-313-5346x55494,jonathan.stokes@brown-walters.org,3816 Gutierrez Ways,East Victoria,MI,45415,IL280687,NC,2028-01-24,True,True,28,Benitez-Orozco Medical School,1998,"Thomas-Huffman Hospital, Maxwell Group Hospital, Welch-Thompson Hospital","English, Arabic, Hindi",Specialty verification needed,2025-04-14,active,True
83,3793565007,Cynthia,Smith,Dr. Cynthia Smith,Psychiatry,832-992-7129x666,cynthia.smith@smith-ferguson.com,7532 Smith Fork,East Jessica,CA,50773,FL626394,CA,2028-09-25,True,False,29,"Chapman, Jackson and Colon Medical School",2020,"Fry-Bryant Hospital, Carlson, Morgan and Barron Hospital","Spanish, English",Address verification needed,2025-08-26,active,True
84,8229471911,Brittany,Jackson,Dr. Brittany Jackson,Orthopedic Surgery,(306)848-9090x100,brittany.jackson@james-kelley.info,04618 Dean Squares,South Maria,NY,14252,CA492826,NY,2025-10-02,True,True,2,"Higgins, Wilson and Wilson Medical School",2011,"Jimenez PLC Hospital, Strickland PLC Hospital, Howard Group Hospital",Spanish,License may be expired,2025-05-21,active,True
85,3510744139,Kenneth,Williams,Dr. Kenneth Williams,Ophthalmology,337.353.0011x9721,kenneth.williams@newman-bryant.com,0120 Ward Springs Suite 611,North Melissaburgh,NC,43579,NC549584,CA,2028-09-01,False,True,2,Kline-Friedman Medical School,2001,"Johns-Davis Hospital, White-Morales Hospital",Hindi,,2024-03-06,active,True
86,3887464061,Suzanne,Nelson,Dr. Suzanne Nelson,Emergency Medicine,(976)421-2021x6979,suzanne.nelson@james.com,1670 Jose Island Apt. 899,Lake Morgan,GA,68540,PA317887,IL,2027-08-19,False,True,39,"Watts, Montgomery and Reynolds Medical School",1996,"Wright, Reed and Rhodes Hospital","English, Spanish, French",,2025-07-27,active,True
87,3977023645,Paul,Combs,Dr. Paul Combs,Dermatology,+1-390-902-8772,paul.combs@allen-cordova.com,663 Stephen Unions,Millerfort,NC,59099,PA424024,FL,2027-03-24,True,False,34,Wilson-Jimenez Medical School,1991,"Smith, Powell and Johnson Hospital, Smith, Davis and Munoz Hospital, Walsh, Wu and Hart Hospital",Arabic,Specialty verification needed,2025-03-03,active,False
88,3113941354,Diamond,Bryant,Dr. Diamond Bryant,Cardiology,979.482.7080x869,diamond.bryant@kelly-schultz.com,102 Taylor Stravenue Suite 149,East David,GA,51998,TX740553,NY,2026-05-02,True,False,19,Bryant and Sons Medical School,2004,"Morgan, Sherman and Williams Hospital, Monroe, Chapman and Barton Hospital","Arabic, Spanish",Phone may be outdated,2024-11-18,active,True
89,2693127246,Heather,Thompson,Dr. Heather Thompson,Rheumatology,(516)699-5866,heather.thompson@stuart-waller.info,69848 Joseph Plaza,East Jason,IL,94136,GA670812,NC,2026-12-08,True,True,4,Parks-Morse Medical School,2016,"Zavala Ltd Hospital, Gordon Ltd Hospital, Morris, Wilson and Bell Hospital",Arabic,,2024-12-02,active,False
90,2891411972,Timothy,Duncan,Dr. Timothy Duncan,Cardiology,+1-668-446-0810x62003,old_kimberlybrandt@example.com,80571 Julia Points Suite 384,South Paulmouth,IL,72869,OH723742,IL,2027-07-28,True,True,9,Smith LLC Medical School,2010,"Oliver Group Hospital, Pruitt Ltd Hospital, Holland, Fischer and Payne Hospital",Spanish,Email may be inactive,2024-03-13,active,False
91,2838683121,Shane,Lucero,Dr. Shane Lucero,Emergency Medicine,622-481-6064,shane.lucero@silva.com,2025 Kim Road Suite 798,Charlesmouth,FL,69365,IL514568,IL,2026-01-01,False,False,17,Krueger PLC Medical School,2011,"Hartman and Sons Hospital, Daniels-Powell Hospital","Hindi, English",,2024-12-29,active,False
92,9113544408,Michael,Ware,Dr. Michael Ware,Anesthesiology,+1-555-554-3987x80157,michael.ware@fleming.biz,4840 Robertson Pass,Tuckerport,FL,85898,NC868057,TX,2027-06-16,True,False,27,Flores Inc Medical School,2003,"Jackson PLC Hospital, Smith, Jones and Santiago Hospital","Arabic, Spanish, English",,2024-01-22,active,True
93,6140304844,Kim,Hancock,Dr. Kim Hancock,Emergency Medicine,(413)686-1207x50110,kim.hancock@jones.biz,6650 Nunez Place Apt. 919,Lake Melaniestad,IL,66408,NC506773,IL,2026-02-02,False,False,28,Roberts Ltd Medical School,1990,Obrien-Campbell Hospital,"Chinese, Hindi, Arabic",,2023-11-26,active,True
94,8255582515,Sara,James,Dr. Sara James,Radiology,+1-407-328-3268x42450,sara.james@smith.biz,3536 Eugene Forges,Jamesburgh,MI,88447,CA137602,OH,2026-12-13,False,True,23,"Phelps, York and Randolph Medical School",2019,"Murray, Dunn and Roberts Hospital, King and Sons Hospital, Carpenter, Lynn and Howard Hospital","Hindi, English, Spanish",Provider may have relocated,2024-11-20,active,True
95,9068805895,Emily,Young,Dr. Emily Young,Emergency Medicine,791-735-7759x4929,emily.young@jackson-edwards.com,308 Stephens Plains Suite 256,Port Brittany,GA,37281,NY594739,CA,2028-06-04,False,True,3,Vance and Sons Medical School,2000,"Gross-Sims Hospital, Jones, Smith and Hunter Hospital, Hess PLC Hospital","Chinese, English, Arabic",Address verification needed,2023-12-14,active,False
96,2249667624,Mercedes,Anderson,Dr. Mercedes Anderson,Neurology,481.465.8039x28272,mercedes.anderson@dennis.info,45303 Hughes Motorway,North Tinamouth,NC,14030,IL192466,MI,2026-05-06,True,False,25,"Schmitt, Schultz and Hill Medical School",2000,"Baker, Stephens and Thompson Hospital, Gray, Matthews and Villanueva Hospital","Spanish, Arabic",,2025-03-22,active,True
97,3952397183,Christian,King,Dr. Christian King,Ophthalmology,486.955.7790,christian.king@hall.com,22591 Robert Isle,South Emmafort,NY,28118,OH732670,FL,2027-02-25,False,True,37,"Martin, Whitaker and Johnson Medical School",1991,"Anderson PLC Hospital, Taylor PLC Hospital","English, Arabic, Spanish",,2025-06-08,active,True
98,7263250122,Benjamin,Armstrong,Dr. Benjamin Armstrong,Radiology,6243286990,benjamin.armstrong@cole.info,69292 Jackson Spur,Sandrashire,IL,09524,NC537365,TX,2027-01-10,True,False,1,Gray and Sons Medical School,1998,"Smith PLC Hospital, Cohen, Serrano and Jacobs Hospital, Alvarez PLC Hospital",Arabic,,2025-01-08,active,False
99,3480756848,Carol,Rich,Dr. Carol Rich,Internal Medicine,+1-881-817-2980,carol.rich@golden-wolfe.biz,6599 Ronald Glens,Cannonland,GA,37629,CA675035,CA,2026-05-25,False,False,4,"Mcdowell, Ortiz and Lopez Medical School",2019,"Manning, Smith and Mills Hospital, Smith, Pena and Watts Hospital",French,,2024-10-14,active,True
100,2371484057,Leslie,Cox,Dr. Leslie Cox,Obstetrics & Gynecology,(669)844-8695,leslie.cox@gutierrez.info,8874 Lane Trail,Fitzgeraldville,CA,98518,OH140242,OH,2026-11-24,False,False,33,Griffin Ltd Medical School,2005,"Garcia PLC Hospital, Hartman-Owen Hospital","Arabic, French",,2025-03-03,active,True
101,3781705275,Christina,Cohen,Dr. Christina Cohen,Endocrinology,8538021465,christina.cohen@walker-miller.com,9849 Sonya Viaduct Apt. 770,Port Diane,GA,68416,GA156630,MI,2027-02-24,False,True,31,Lee-Bowers Medical School,2002,"Black, Hall and Jackson Hospital","Arabic, French, Spanish",Phone may be outdated,2025-07-20,active,False
102,4585420148,Brenda,Holmes,Dr. Brenda Holmes,Pulmonology,001-911-884-8955x4393,brenda.holmes@smith.net,451 Walter Via,Heatherfurt,NY,74316,CA174424,CA,2026-12-02,False,True,17,Carrillo-Todd Medical School,1991,"Maldonado-Mosley Hospital, Olson LLC Hospital",Arabic,Specialty verification needed,2024-12-07,active,True
103,8700272057,Carlos,Schultz,Dr. Carlos Schultz,Neurology,535.665.8804,carlos.schultz@ross.com,275 Robinson Ports,Ianborough,NC,65905,NY470674,FL,2028-06-30,False,True,40,"Gonzalez, Moss and Salas Medical School",1988,"Perez and Sons Hospital, Kelly, Maxwell and Wilson Hospital",English,,2024-01-21,active,False
104,6837278715,Christian,Sosa,Dr. Christian Sosa,Internal Medicine,490.680.7595x7947,christian.sosa@walker-ray.com,8085 Dalton Trail Apt. 718,Stewarttown,TX,02050,IL977447,FL,2027-09-18,False,False,39,"Clark, Carpenter and Nguyen Medical School",1986,"Hensley, Lopez and Baker Hospital, Ruiz-Austin Hospital","French, Arabic, English",,2024-03-28,active,False
105,2056146350,Michael,Jimenez,Dr. Michael Jimenez,Pulmonology,465.556.4729,michael.jimenez@le.net,3227 Gregory Parks Apt. 885,Evansside,NC,74928,PA653969,FL,2027-10-21,True,False,8,Ross Ltd Medical School,1990,"Brown LLC Hospital, Combs-Davis Hospital, Cook, Ward and Castro Hospital",Hindi,,2025-04-05,active,False
106,8326366198,Sarah,Scott,Dr. Sarah Scott,Orthopedic Surgery,4616593998,sarah.scott@nguyen-dixon.info,9472 Danielle Junction,Welchshire,CA,53555,MI900976,GA,2028-04-17,False,True,16,Miller LLC Medical School,1987,Edwards Ltd Hospital,"Chinese, Spanish",,2024-09-23,active,True
107,9327942698,Kelly,Adams,Dr. Kelly Adams,Pulmonology,+1-564-675-9876x2202,kelly.adams@haynes.com,78006 Dalton River,North Diana,NY,51598,GA595132,MI,2028-09-14,False,False,12,Perez-Rojas Medical School,2020,"Sims-Anderson Hospital, Johnson Ltd Hospital",Arabic,,2025-08-30,active,False
108,2929456359,Michael,Herman,Dr. Michael Herman,Gastroenterology,878.648.7282x9979,michael.herman@olson-perez.com,5642 Smith Pike Apt. 547,Lake Sandrafort,NY,39771,FL194237,PA,2026-07-13,False,True,37,Cannon LLC Medical School,1980,"Hall, Smith and Brooks Hospital","Arabic, Chinese, English",,2024-01-15,active,False
109,3302429587,Robert,Castro,Dr. Robert Castro,Radiology,(632)666-3416x3894,old_christopher20@example.com,79749 Lopez Brook Apt. 080,North Julian,OH,16890,TX898388,PA,2028-05-13,True,False,3,"Gonzales, Smith and Davis Medical School",1997,"Snyder LLC Hospital, Collins-Lloyd Hospital, Ford-Moody Hospital","Spanish, Chinese, Hindi",Email may be inactive,2024-09-29,active,False
110,8784020334,Kimberly,Jones,Dr. Kimberly Jones,Neurology,923.346.0136x7303,kimberly.jones@wade.com,08814 Little Flat Suite 031,Lake Ryan,TX,02475,GA938028,GA,2027-06-07,True,False,36,Bauer PLC Medical School,1997,"Foster and Sons Hospital, Novak PLC Hospital, Alvarez, Carlson and Watson Hospital","Chinese, Spanish, French",,2025-09-26,active,True
111,5499560878,Christopher,Moore,Dr. Christopher Moore,Emergency Medicine,495-900-5281,christopher.moore@stewart.com,82744 Gibson Trail,Grosstown,IL,25375,MI580065,IL,2026-01-29,False,False,26,"Lopez, Bailey and Oconnor Medical School",1988,Dillon-George Hospital,Spanish,Address verification needed,2023-11-11,active,True
112,7392527815,Christine,Diaz,Dr. Christine Diaz,Pulmonology,+1-635-718-6387x829,christine.diaz@davidson-rodriguez.net,22031 Lee Bypass,Barretthaven,NC,82286,FL956993,CA,2028-10-06,True,True,35,"Garza, Williams and Walker Medical School",1988,"Jones, Conrad and Clark Hospital, Hebert-Collier Hospital","Spanish, French, English",,2024-10-29,active,True
113,6398684344,Taylor,Fowler,Dr. Taylor Fowler,Neurology,(586)350-9480x141,taylor.fowler@hardy.biz,83928 Reese Trafficway,Emilychester,MI,14145,NC994070,IL,2027-10-26,True,True,15,Sparks PLC Medical School,2011,"Wagner-Sandoval Hospital, Murillo, Ramos and Gomez Hospital","English, Hindi, Arabic",,2025-04-20,active,False
114,2701250786,Leslie,Frey,Dr. Leslie Frey,Gastroenterology,956-965-9398x36845,leslie.frey@smith-johnson.com,240 Joyce Forest,Andrewview,TX,73070,MI914651,GA,2027-10-28,False,False,16,"Hawkins, Howe and Moore Medical School",1981,Stevens and Sons Hospital,English,,2024-07-31,active,False
115,3363563704,Devon,Richardson,Dr. Devon Richardson,Ophthalmology,001-533-344-1969,devon.richardson@nguyen.org,48058 Mark Square Apt. 206,Mullinsshire,OH,55095,MI349512,TX,2028-09-17,True,False,27,Kane and Sons Medical School,2016,"Delgado, Guzman and Smith Hospital",Spanish,Address verification needed,2025-09-05,active,True
116,9135987567,William,Walker,Dr. William Walker,Pathology,862-825-1790x8641,william.walker@anderson.info,938 John Grove Suite 591,Lake Robertstad,NC,46154,TX718422,NC,2027-06-07,False,True,5,Flores PLC Medical School,2002,"Johnson, Torres and Huerta Hospital, Underwood, Lang and Hanson Hospital, Williams-Meyers Hospital","Arabic, Hindi",,2025-03-29,active,False
117,9810653422,James,Brooks,Dr. James Brooks,Pediatrics,001-211-703-9240x51477,james.brooks@singh.com,792 Nicholas Shore Apt. 420,Jamesview,TX,07458,NC829844,NY,2028-07-22,True,True,13,Pena-Smith Medical School,2005,Guerrero-Alvarado Hospital,"English, Hindi, Arabic",,2025-07-29,active,True
118,1517999317,Roberta,Ward,Dr. Roberta Ward,Anesthesiology,904-363-6815,roberta.ward@gonzalez.net,38457 Garner Brook,Gabriellestad,FL,82451,MI231602,FL,2027-09-16,True,True,31,Young-Good Medical School,2012,"Hill, Brown and Scott Hospital, Zamora-Briggs Hospital, Raymond LLC Hospital","Arabic, Hindi, French",,2024-02-14,active,True
119,6704883224,Jeremiah,Peterson,Dr. Jeremiah Peterson,Orthopedic Surgery,(721)968-9363x9264,jeremiah.peterson@anderson.com,8262 Lonnie Point,East Lonnieberg,NC,95800,TX862781,NY,2028-07-05,False,True,35,Cannon Group Medical School,2010,"Turner-Reese Hospital, Mahoney, Hill and Maxwell Hospital","Arabic, Hindi",,2024-03-02,active,False
120,2357720699,Daniel,Lopez,Dr. Daniel Lopez,Psychiatry,001-999-449-9939x33051,daniel.lopez@mathis.com,7223 Antonio Track Apt. 463,Port James,CA,23710,IL717088,CA,2027-12-09,False,True,14,Camacho-Burns Medical School,1991,"Delacruz-Clay Hospital, Sullivan-Williams Hospital",Spanish,Specialty verification needed,2024-07-13,active,True
121,5351530299,Jill,James,Dr. Jill James,Family Medicine,869-299-8808x17703,jill.james@hughes.com,6447 Roberto Ridge Apt. 827,Davishaven,CA,15334,MI777233,PA,2028-05-13,False,False,25,Osborne Ltd Medical School,2006,"Taylor, Gutierrez and Hayes Hospital","Spanish, English, Arabic",,2025-05-31,active,False
122,2663847201,Harold,Garza,Dr. Harold Garza,Pathology,001-337-814-5211x175,harold.garza@moody.biz,25922 Harold Station Apt. 644,Robertsburgh,CA,15909,NC323981,GA,2028-09-08,False,False,34,Horne Inc Medical School,1987,"Cannon, Smith and Jimenez Hospital, Stephens-Smith Hospital",Arabic,Specialty verification needed,2024-03-21,active,True
123,8370698966,Nicole,Young,Dr. Nicole Young,Endocrinology,768-814-7214,nicole.young@fuller.com,50209 Rivera Corners,North Robertburgh,FL,21647,OH750804,CA,2028-06-17,False,False,3,"Mitchell, Guerrero and Graves Medical School",1993,"Cobb, Thompson and Gibson Hospital, Ward, Johnson and Mack Hospital, Richardson-Gray Hospital","Hindi, French, English",Phone may be outdated,2025-08-27,active,True
124,4542727223,Alicia,Dominguez,Dr. Alicia Dominguez,Cardiology,+1-601-798-1794x695,alicia.dominguez@mendez.net,2934 Aaron Burg Suite 139,Gutierrezmouth,MI,46330,GA810693,PA,2028-03-19,False,False,2,"Shaffer, Lewis and Davidson Medical School",2017,"Campbell, Tyler and Parker Hospital",Spanish,,2024-06-13,active,False
125,2081815222,William,Nguyen,Dr. William Nguyen,Emergency Medicine,5157569902,william.nguyen@nielsen-mendoza.info,272 Mcclain Plain,Stevenchester,GA,97833,IL132878,IL,2026-11-03,True,False,7,Conley LLC Medical School,1987,"Hardy, Stewart and Herrera Hospital, Ray LLC Hospital, Jones-Hernandez Hospital",French,,2025-03-12,active,True
126,4239108041,Mary,Morgan,Dr. Mary Morgan,Pediatrics,(882)399-6291x4504,mary.morgan@wiley-watson.com,421 Glover Tunnel,North Scott,NY,03769,OH640782,OH,2026-02-02,True,True,17,Stein-Moore Medical School,1980,Mclean-Oconnor Hospital,English,,2024-09-08,active,False
127,3688617765,Alexandra,Rowe,Dr. Alexandra Rowe,Neurology,613.785.8542x49321,alexandra.rowe@randolph-mcdaniel.org,7018 Johnson Trace,Danielleborough,NY,42559,IL213905,NC,2026-07-23,True,False,34,Lee LLC Medical School,1998,"Flores, Alexander and Wilson Hospital, Moore Inc Hospital, Mullen PLC Hospital",English,Phone may be outdated,2025-02-16,active,False
128,7052090186,Amber,Williams,Dr. Amber Williams,Family Medicine,4709160166,amber.williams@kelly.net,9217 Stanley Spur,Ruizbury,FL,19338,MI357558,OH,2025-04-05,False,False,31,"Scott, Cox and White Medical School",2008,"Rivera, Valencia and Nguyen Hospital",French,License may be expired,2025-08-27,active,False
129,9701611495,Tony,Jones,Dr. Tony Jones,Rheumatology,457-372-4599,tony.jones@roth-robles.com,8769 Allen Gardens,South Patrick,IL,45159,CA861779,GA,2026-12-06,True,False,32,Cervantes PLC Medical School,2008,Mueller-Graham Hospital,"English, Arabic",,2024-09-13,active,False
130,1177311994,Kristin,Stephens,Dr. Kristin Stephens,Obstetrics & Gynecology,721.397.1997,kristin.stephens@thompson-blanchard.com,965 Newman Circle,East Lisashire,NC,99458,TX850705,IL,2027-03-29,False,False,36,"Pacheco, Sherman and Guerrero Medical School",1988,"Schmidt-Price Hospital, West, Harris and Rich Hospital","French, English, Spanish",,2023-11-05,active,False
131,4733344210,Kevin,Bauer,Dr. Kevin Bauer,Anesthesiology,+1-246-251-9098x62405,kevin.bauer@castro.com,69656 James Plains,Lake Glenn,GA,18729,TX639750,NY,2026-09-07,True,True,23,Peters LLC Medical School,1986,Moore-Bright Hospital,"French, Spanish",,2023-12-01,active,False
132,6368332961,Elizabeth,Taylor,Dr. Elizabeth Taylor,Cardiology,902-876-2126,elizabeth.taylor@white.info,3269 Becky Vista Apt. 846,Arthurton,TX,74969,NC764862,NC,2028-01-28,True,False,4,Bush-Wilson Medical School,1984,Nixon-Miller Hospital,Spanish,,2024-08-29,active,True
133,6668126968,Jessica,Fox,Dr. Jessica Fox,Rheumatology,001-247-781-8913x71894,old_david44@example.com,5442 Heather Ranch Suite 940,Laneshire,PA,07266,TX369543,NC,2027-09-24,False,False,5,"Mooney, Lamb and Weber Medical School",2017,"Washington-Martinez Hospital, York LLC Hospital","Arabic, Spanish",Email may be inactive,2025-03-30,active,False
134,3544830326,Alexis,Rodriguez,Dr. Alexis Rodriguez,Obstetrics & Gynecology,7478658018,alexis.rodriguez@riggs-coffey.org,6637 Jason Street,Brianview,MI,99523,NY183421,OH,2027-02-03,False,False,29,Williams Group Medical School,1993,"Alvarez-Alvarez Hospital, Hall, Vega and Price Hospital, Thomas-Berg Hospital",Hindi,Phone may be outdated,2024-07-14,active,True
135,3088698263,Cheryl,Pearson,Dr. Cheryl Pearson,Pulmonology,754-441-4967x393,cheryl.pearson@kelley-chambers.com,1817 Robinson Haven,Jamestown,CA,81686,IL723575,IL,2026-09-06,True,True,26,Brown PLC Medical School,2020,"Shannon, Robinson and Greene Hospital, Erickson Inc Hospital, Gates and Sons Hospital","Spanish, Hindi",Specialty verification needed,2024-03-19,active,False
136,1991005452,Nicholas,Gallagher,Dr. Nicholas Gallagher,Pediatrics,+1-692-412-4471x7465,nicholas.gallagher@ramirez.biz,0442 Jones Flats Suite 271,New Kayla,OH,29125,NC433798,MI,2026-02-19,True,True,34,"Schneider, Gaines and Baldwin Medical School",1990,Johnson Inc Hospital,"Spanish, Hindi",,2025-09-17,active,True
137,1057045766,Ashley,King,Dr. Ashley King,Orthopedic Surgery,207.920.0642x569,ashley.king@graham-anthony.com,67198 Cook Hollow,Brownland,CA,48388,GA594336,PA,2026-10-02,False,False,10,"Castaneda, Peterson and Randall Medical School",2016,"Holland-Thompson Hospital, Ponce Ltd Hospital","Hindi, English, Spanish",,2025-04-08,active,True
138,8544502246,James,Dominguez,Dr. James Dominguez,Radiology,257-517-3203,james.dominguez@price-sparks.com,700 Brown Turnpike Apt. 613,Bentleyside,PA,20024,MI856955,CA,2026-03-02,False,False,6,"Riley, Buckley and Johnson Medical School",1987,Burns Inc Hospital,"French, Spanish",,2025-01-05,active,True
139,9299369811,Thomas,Hardin,Dr. Thomas Hardin,Internal Medicine,4323020417,thomas.hardin@wilson.org,36565 Theresa Ports,West Mary,GA,28449,FL742310,NY,2026-12-26,False,True,7,Watkins LLC Medical School,1981,"Martinez and Sons Hospital, Jackson-Wood Hospital, Gonzales PLC Hospital",English,,2024-08-15,active,False
140,5228728178,Billy,Garcia,Dr. Billy Garcia,Endocrinology,+1-896-920-7100x2194,billy.garcia@martinez.info,29092 Salazar Corners Suite 560,East David,GA,69995,FL369251,NC,2026-05-24,True,False,38,Montgomery PLC Medical School,2006,"Robinson, Townsend and Hopkins Hospital, Brown-Rodriguez Hospital, Jennings Group Hospital","Chinese, Spanish, English",,2023-11-15,active,True
141,9572281842,Tyler,Moore,Dr. Tyler Moore,Gastroenterology,(831)779-7062x3972,tyler.moore@yang.com,78113 Watkins Islands,Gonzalezmouth,NC,30655,CA149551,PA,2026-09-29,False,False,2,Nguyen Inc Medical School,2013,Rojas and Sons Hospital,"English, Spanish, Hindi",Phone may be outdated,2025-02-15,active,False
142,2235117335,Derek,Cortez,Dr. Derek Cortez,Emergency Medicine,+1-954-835-2090x4217,derek.cortez@wolf.com,929 Christopher Walks,Atkinsborough,NC,78040,PA342127,MI,2027-01-28,True,True,35,Hood-Ramirez Medical School,1982,"Patterson, Salas and Wright Hospital, Riley-Snow Hospital, Shah, Mcintyre and Villanueva Hospital",French,Provider may have relocated,2024-06-05,active,False
143,6363358152,Robert,Williams,Dr. Robert Williams,Emergency Medicine,280.868.6717x7318,robert.williams@anderson.com,74279 Tiffany Mountain,Port Jacqueline,MI,24742,MI221534,MI,2028-06-06,True,False,17,Sims-Padilla Medical School,2015,Dalton Inc Hospital,Spanish,,2025-01-29,active,False
144,3158904399,Paul,Vazquez,Dr. Paul Vazquez,Pathology,704.264.9893x19508,paul.vazquez@reyes.org,5281 Devon Isle,New Daniel,PA,63218,TX739225,NY,2028-01-19,True,False,38,"Crosby, Carpenter and Haley Medical School",1986,"Mullins and Sons Hospital, Gomez-Adams Hospital, Henderson, Brown and Watson Hospital",Hindi,,2024-12-28,active,True
145,2978844926,Shaun,Mason,Dr. Shaun Mason,Cardiology,578-984-7951,shaun.mason@miller.com,24127 Nancy Pike,West Robertside,PA,17806,PA111287,FL,2027-11-19,True,False,38,Reed-Wallace Medical School,1999,"Smith, Lopez and Johnson Hospital, Conley PLC Hospital","Spanish, English, Hindi",,2024-03-07,active,False
146,3073939677,Deanna,Jenkins,Dr. Deanna Jenkins,Emergency Medicine,557-998-8774x92424,deanna.jenkins@arellano-carrillo.com,4729 Jennifer Heights,East Mary,TX,91315,OH558300,NY,2028-01-01,False,True,14,"Bauer, Martin and Wilson Medical School",2014,"Andrews-Alexander Hospital, Lopez-Hart Hospital",Hindi,,2025-09-05,active,False
147,5469170696,Austin,Stewart,Dr. Austin Stewart,Oncology,(425)978-2841x067,austin.stewart@moore-cordova.net,474 Lauren Stream Suite 517,East Ericaville,FL,40881,OH737076,GA,2026-04-05,True,False,8,Morales and Sons Medical School,1986,"Howard-Nguyen Hospital, Davidson, Silva and Walker Hospital","English, Hindi",,2023-12-11,active,True
148,7446006670,Shari,Ramirez,Dr. Shari Ramirez,Radiology,7182718637,shari.ramirez@ward.com,0455 Madden Well Apt. 376,Robertschester,GA,96000,TX949876,IL,2025-05-07,True,False,30,Taylor-Matthews Medical School,2016,"Thomas LLC Hospital, Mcneil-Fox Hospital, Jones-Choi Hospital",Arabic,License may be expired,2024-02-19,active,True
149,8104683317,Katelyn,Davis,Dr. Katelyn Davis,Gastroenterology,001-915-489-0429x025,katelyn.davis@torres.com,44714 White Spurs,North David,IL,36836,NC683731,TX,2028-08-08,True,True,28,Gamble-Jones Medical School,2012,"Cox, Castillo and Graham Hospital, Burton-Alvarez Hospital",Hindi,Phone may be outdated,2025-07-16,active,False
150,5530255631,Michael,Brown,Dr. Michael Brown,Cardiology,(465)704-4818x321,michael.brown@serrano-cohen.com,7112 Timothy Inlet,Donmouth,MI,13925,NC273996,FL,2027-11-27,False,True,39,Moore and Sons Medical School,2009,"Pope PLC Hospital, Norris, Cisneros and Mathis Hospital","Spanish, English, Chinese",Address verification needed,2024-12-17,active,False
151,4161118138,Pamela,Harper,Dr. Pamela Harper,Pediatrics,001-352-840-1322x34232,pamela.harper@hines.info,31089 Taylor Glen Apt. 140,Port Davidborough,IL,77519,NC903619,IL,2027-04-08,False,False,8,Lopez LLC Medical School,1983,Davis Ltd Hospital,English,,2024-04-30,active,True
152,5640873051,Shelly,Rush,Dr. Shelly Rush,Psychiatry,(552)589-3891x190,shelly.rush@jackson-webster.com,87592 Nunez Coves,Port Michael,FL,50257,OH148117,OH,2025-12-09,True,False,7,Lewis-Perez Medical School,2013,Juarez LLC Hospital,Arabic,,2025-08-22,active,False
153,6954913772,David,Rodriguez,Dr. David Rodriguez,Ophthalmology,(375)848-0157,david.rodriguez@bryant-fitzgerald.info,646 Melissa Ville,Crosbystad,PA,24001,CA306275,TX,2025-06-25,True,True,21,Lutz Group Medical School,2019,"Garcia, Kim and Barrett Hospital","French, Arabic, English",License may be expired,2024-11-03,active,False
154,6293505243,Christopher,Thomas,Dr. Christopher Thomas,Psychiatry,(891)921-5353x9613,christopher.thomas@hubbard-miranda.org,657 Archer Pass Suite 271,West Tracybury,FL,82862,OH163491,TX,2027-02-22,False,True,21,Johnson Ltd Medical School,1999,Greer Group Hospital,"French, Hindi",,2025-01-25,active,False
155,2066805276,Erika,Stanton,Dr. Erika Stanton,Internal Medicine,(695)924-9911x8773,erika.stanton@wagner-daniels.net,61675 Ramos Camp,East Angelaport,NY,93045,NY375371,TX,2028-07-13,False,True,30,Henry and Sons Medical School,2006,"Baldwin-Freeman Hospital, Carroll Group Hospital, Spencer, Ryan and Harrison Hospital","Arabic, English",,2024-10-07,active,False
156,8638532795,Anna,Moore,Dr. Anna Moore,Radiology,7642796954,anna.moore@garza.com,905 Davis Key Suite 650,East Jimmy,CA,41408,FL604192,FL,2028-04-21,False,True,40,"Miller, Watts and Melton Medical School",2020,"Morgan Inc Hospital, Nguyen, Murray and Boyer Hospital, Robertson, Fisher and Smith Hospital","Arabic, English",,2024-03-09,active,False
